Epoch	LR	Train Loss	Val Loss	Train Acc	Val Acc	
77.000000	0.000025	0.000714	0.000763	0.866486	0.893443	
78.000000	0.000025	0.000712	0.000764	0.864434	0.901639	
79.000000	0.000025	0.000699	0.000766	0.863054	0.900000	
80.000000	0.000025	0.000714	0.000761	0.865534	0.893443	
81.000000	0.000025	0.000713	0.000763	0.863350	0.893443	
82.000000	0.000025	0.000693	0.000760	0.875205	0.898361	
83.000000	0.000025	0.000707	0.000761	0.869951	0.900000	
84.000000	0.000025	0.000697	0.000768	0.867767	0.898361	
85.000000	0.000025	0.000698	0.000755	0.874335	0.900000	
86.000000	0.000025	0.000700	0.000760	0.867570	0.890164	
87.000000	0.000025	0.000691	0.000759	0.871757	0.900000	
88.000000	0.000025	0.000691	0.000764	0.874105	0.898361	
89.000000	0.000025	0.000678	0.000756	0.883448	0.900000	
90.000000	0.000025	0.000700	0.000755	0.874056	0.900000	
91.000000	0.000003	0.000699	0.000755	0.870000	0.896721	
92.000000	0.000003	0.000680	0.000746	0.882677	0.900000	
93.000000	0.000003	0.000683	0.000750	0.875780	0.898361	
94.000000	0.000003	0.000692	0.000748	0.872102	0.903279	
95.000000	0.000003	0.000689	0.000750	0.876371	0.895082	
96.000000	0.000003	0.000686	0.000749	0.873777	0.898361	
97.000000	0.000003	0.000687	0.000747	0.878736	0.896721	
98.000000	0.000003	0.000693	0.000749	0.870525	0.903279	
99.000000	0.000003	0.000692	0.000745	0.871314	0.898361	
100.000000	0.000003	0.000682	0.000743	0.873744	0.901639	
101.000000	0.000003	0.000682	0.000749	0.882972	0.901639	
102.000000	0.000003	0.000690	0.000750	0.872036	0.891803	
103.000000	0.000003	0.000679	0.000750	0.885386	0.900000	
104.000000	0.000003	0.000674	0.000747	0.878473	0.900000	
105.000000	0.000003	0.000663	0.000746	0.892512	0.903279	
106.000000	0.000003	0.000684	0.000746	0.878916	0.896721	
107.000000	0.000003	0.000690	0.000743	0.864729	0.893443	
108.000000	0.000003	0.000673	0.000745	0.884056	0.898361	
109.000000	0.000003	0.000690	0.000746	0.875419	0.896721	
110.000000	0.000003	0.000685	0.000745	0.877537	0.893443	
111.000000	0.000003	0.000668	0.000743	0.880903	0.895082	
112.000000	0.000003	0.000670	0.000746	0.881396	0.900000	
113.000000	0.000003	0.000678	0.000746	0.876010	0.900000	
114.000000	0.000003	0.000683	0.000745	0.879770	0.896721	
115.000000	0.000003	0.000690	0.000746	0.879245	0.895082	
116.000000	0.000003	0.000686	0.000745	0.873399	0.898361	
117.000000	0.000003	0.000676	0.000746	0.881576	0.896721	
118.000000	0.000003	0.000686	0.000745	0.875878	0.896721	
119.000000	0.000003	0.000686	0.000745	0.876092	0.896721	
120.000000	0.000003	0.000674	0.000746	0.888900	0.896721	
121.000000	0.000003	0.000687	0.000744	0.872250	0.901639	
122.000000	0.000003	0.000666	0.000744	0.883448	0.893443	
123.000000	0.000003	0.000667	0.000743	0.878112	0.895082	
124.000000	0.000003	0.000670	0.000745	0.877685	0.891803	
125.000000	0.000003	0.000682	0.000745	0.873694	0.895082	
126.000000	0.000003	0.000681	0.000745	0.878555	0.896721	
127.000000	0.000003	0.000666	0.000746	0.884056	0.896721	
128.000000	0.000003	0.000680	0.000742	0.877800	0.898361	
129.000000	0.000003	0.000682	0.000742	0.876306	0.900000	
130.000000	0.000003	0.000690	0.000742	0.870279	0.896721	
131.000000	0.000003	0.000673	0.000743	0.874828	0.898361	
132.000000	0.000003	0.000674	0.000743	0.886453	0.901639	
133.000000	0.000003	0.000683	0.000744	0.871921	0.901639	
134.000000	0.000003	0.000687	0.000743	0.871264	0.901639	
135.000000	0.000003	0.000676	0.000741	0.873793	0.898361	
136.000000	0.000003	0.000675	0.000740	0.879475	0.901639	
137.000000	0.000003	0.000673	0.000743	0.880706	0.901639	
138.000000	0.000003	0.000673	0.000745	0.886158	0.900000	
139.000000	0.000003	0.000672	0.000742	0.881970	0.901639	
140.000000	0.000003	0.000679	0.000740	0.878407	0.903279	
141.000000	0.000003	0.000678	0.000749	0.882595	0.895082	
142.000000	0.000003	0.000666	0.000742	0.877652	0.901639	
143.000000	0.000003	0.000668	0.000737	0.874975	0.901639	
144.000000	0.000003	0.000668	0.000743	0.887619	0.898361	
145.000000	0.000003	0.000675	0.000740	0.880131	0.896721	
146.000000	0.000003	0.000673	0.000741	0.882759	0.896721	
147.000000	0.000003	0.000675	0.000740	0.875567	0.896721	
148.000000	0.000003	0.000666	0.000752	0.882742	0.893443	
149.000000	0.000003	0.000681	0.000743	0.876240	0.901639	
150.000000	0.000003	0.000681	0.000742	0.880033	0.906557	
151.000000	0.000003	0.000672	0.000743	0.878489	0.898361	
152.000000	0.000003	0.000665	0.000740	0.890936	0.898361	
153.000000	0.000003	0.000672	0.000741	0.884548	0.900000	
154.000000	0.000003	0.000662	0.000741	0.888851	0.896721	
155.000000	0.000003	0.000674	0.000741	0.884335	0.895082	
156.000000	0.000003	0.000659	0.000744	0.885632	0.896721	
157.000000	0.000003	0.000666	0.000741	0.879622	0.896721	
158.000000	0.000003	0.000675	0.000740	0.882249	0.901639	
159.000000	0.000003	0.000677	0.000742	0.878670	0.896721	
160.000000	0.000003	0.000663	0.000741	0.882989	0.900000	
161.000000	0.000003	0.000660	0.000742	0.880920	0.893443	
162.000000	0.000003	0.000669	0.000742	0.885336	0.893443	
163.000000	0.000003	0.000679	0.000742	0.876191	0.898361	
164.000000	0.000003	0.000686	0.000741	0.878210	0.895082	
165.000000	0.000003	0.000680	0.000744	0.882200	0.900000	
166.000000	0.000003	0.000678	0.000749	0.882184	0.898361	
167.000000	0.000003	0.000671	0.000742	0.875780	0.898361	
168.000000	0.000003	0.000668	0.000743	0.879376	0.903279	
169.000000	0.000003	0.000670	0.000745	0.884434	0.901639	
170.000000	0.000003	0.000668	0.000742	0.880985	0.896721	
171.000000	0.000003	0.000669	0.000740	0.891954	0.900000	
172.000000	0.000003	0.000671	0.000738	0.877570	0.903279	
173.000000	0.000003	0.000658	0.000738	0.888867	0.901639	
174.000000	0.000003	0.000672	0.000738	0.884877	0.901639	
175.000000	0.000003	0.000664	0.000739	0.884319	0.900000	
176.000000	0.000003	0.000669	0.000740	0.882447	0.898361	
177.000000	0.000003	0.000669	0.000740	0.886470	0.901639	
178.000000	0.000003	0.000680	0.000742	0.881231	0.895082	
179.000000	0.000003	0.000682	0.000739	0.867126	0.904918	
180.000000	0.000003	0.000676	0.000743	0.880706	0.895082	
181.000000	0.000003	0.000670	0.000738	0.880328	0.903279	
182.000000	0.000003	0.000665	0.000740	0.883448	0.896721	
183.000000	0.000003	0.000672	0.000738	0.881593	0.900000	
184.000000	0.000003	0.000679	0.000740	0.882365	0.896721	
185.000000	0.000003	0.000653	0.000746	0.895287	0.891803	
186.000000	0.000003	0.000679	0.000740	0.875846	0.900000	
187.000000	0.000003	0.000670	0.000734	0.884828	0.900000	
188.000000	0.000003	0.000673	0.000740	0.883645	0.901639	
189.000000	0.000003	0.000678	0.000742	0.873251	0.900000	
190.000000	0.000003	0.000666	0.000737	0.885632	0.898361	
191.000000	0.000003	0.000672	0.000740	0.878128	0.901639	
192.000000	0.000003	0.000659	0.000738	0.885057	0.898361	
193.000000	0.000003	0.000659	0.000737	0.889392	0.908197	
194.000000	0.000003	0.000667	0.000738	0.883498	0.896721	
195.000000	0.000003	0.000651	0.000739	0.893366	0.898361	
196.000000	0.000003	0.000654	0.000741	0.892709	0.898361	
197.000000	0.000003	0.000654	0.000738	0.890936	0.901639	
198.000000	0.000003	0.000668	0.000738	0.880591	0.901639	
199.000000	0.000003	0.000681	0.000737	0.881987	0.898361	
200.000000	0.000003	0.000664	0.000735	0.882939	0.900000	
